molecule_chembl_id,activity_label,standard_value,standard_units,target_chembl_id,assay_chembl_id,rdkit_canonical_smiles
CHEMBL568471,1,56.0,nM,CHEMBL364,CHEMBL1047873,CC1(CC(=O)NCc2cccc(-c3ccccc3)c2)CC2(CCCCC2)OO1
CHEMBL5403877,0,13100.0,nM,CHEMBL364,CHEMBL5389268,CC(C)=CCCc1cnc2c(C)cc(OCc3cccc([N+](=O)[O-])c3)c3c2c1CC[C@H]3C
CHEMBL2316800,1,11.0,nM,CHEMBL364,CHEMBL4193441,O=C(/C=C/c1ccccc1[N+](=O)[O-])NCCCCNc1ccnc2cc(Cl)ccc12
CHEMBL5312615,0,14500.0,nM,CHEMBL364,CHEMBL4888489,O=C1CN(C(=O)c2ccnc3ccccc23)CCN1Cc1ccccc1F
CHEMBL4639240,1,0.69,nM,CHEMBL364,CHEMBL4606260,COc1cc(F)c2c(=O)c3cc(Oc4ccc(OC(F)(F)F)cc4)ccc3[nH]c2c1
CHEMBL456517,1,1.6,nM,CHEMBL364,CHEMBL4004685,C[C@@H]1C[C@@H]2C[C@H](C)[C@H]3CC[C@](C)(C#N)[C@H]4CC[C@@H]([C@@H]2[C@H]34)[C@]1(C)C#N
CHEMBL529869,1,894.55,nM,CHEMBL364,CHEMBL1054503,Cc1noc(C)c1-c1ccc2c(Nc3nccc4ccccc34)c(C(N)=O)cnc2c1
CHEMBL531505,1,418.74,nM,CHEMBL364,CHEMBL1054503,CCCNCc1ccc(-c2ccc(CN(Cc3cnc(C)cn3)C(=O)c3nn(-c4ccccc4)nc3C)cc2)nc1.O=C(O)C(F)(F)F
CHEMBL220177,1,735.22,nM,CHEMBL364,CHEMBL1054503,O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCCCCCN1CCCN(C(=O)Nc2ccc(Cl)cc2)CC1
CHEMBL584458,1,65.4,nM,CHEMBL364,CHEMBL1040691,CCN1C(=Cc2sc3ccccc3[n+]2C)C=Cc2cccc(C)c21.[I-]
CHEMBL2029764,1,520.0,nM,CHEMBL364,CHEMBL2032995,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(CCCNC(=O)[C@H](C)c2ccc3cc(OC)ccc3c2)[C@H](C)[C@@H](O)[C@]1(C)O
CHEMBL285228,1,15.0,nM,CHEMBL364,CHEMBL769479,COC[C@H]1CCCCC12OOC1(CCCC[C@H]1COC)OO2
CHEMBL1256809,0,10000.0,nM,CHEMBL364,CHEMBL1267251,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1.Cl
CHEMBL306472,1,400.0,nM,CHEMBL364,CHEMBL3292171,Cc1nccc2c(C)c3[nH]c4ccccc4c3cc12
CHEMBL6067648,0,12589.25,nM,CHEMBL364,CHEMBL1267245,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1.CS(=O)(=O)O
CHEMBL5575569,1,378.0,nM,CHEMBL364,CHEMBL5540331,CCN1CCN(Cc2ccc(NC(=O)c3cc(Cl)cc(NC(=O)c4cnc(N)nc4)c3)cc2C(F)(F)F)CC1
CHEMBL3221149,0,29000.0,nM,CHEMBL364,CHEMBL3226933,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1cc(O)c(O)c(O)c1
CHEMBL3361381,1,10.4,nM,CHEMBL364,CHEMBL3369905,COc1cc2[nH]c(C)c(-c3ccc(C(F)(F)F)cc3F)c(=O)c2cc1Cl
CHEMBL533379,1,862.0,nM,CHEMBL364,CHEMBL1054503,COc1ccc2[nH]cc(C3CCN(CCC4CCN(C(=O)/C=C/c5ccc(Cl)c(Cl)c5)CC4)CC3)c2c1
CHEMBL4758671,1,280.0,nM,CHEMBL364,CHEMBL4733289,Clc1ccc2nc(/C=C/c3ccncc3)cc(NCCCCn3cc(Cn4cccn4)nn3)c2c1
CHEMBL529117,1,631.99,nM,CHEMBL364,CHEMBL1054503,COc1ccc2[nH]c(C)cc(=NN=Cc3cccc(Cl)c3)c2c1
CHEMBL548490,1,996.8,nM,CHEMBL364,CHEMBL1054503,CC(C)(C)c1ccc(NC(=O)c2cccc(CN3CCCN(Cc4cccc(Cl)c4)CC3)c2)cc1.O=C(O)C(F)(F)F
CHEMBL3462728,1,441.97,nM,CHEMBL364,CHEMBL4649964,CC(NCC1CCN(CCO)CC1)c1cccc(Cl)c1
CHEMBL535992,1,149.06,nM,CHEMBL364,CHEMBL1054503,CN1CCCC(CN2CCN(Cc3cccc(-c4ccc(-c5nc6ccccc6[nH]5)s4)c3)CC2)C1.O=C(O)C(F)(F)F
CHEMBL498750,0,50000.0,nM,CHEMBL364,CHEMBL2445693,NS(=O)(=O)c1ccc(-n2cc(CS[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)cc1
CHEMBL3410325,1,480.0,nM,CHEMBL364,CHEMBL3411607,CC(C)(C)C(=O)OCOP(=O)(CCCN(O)C=O)OCOC(=O)C(C)(C)C
CHEMBL579693,1,939.41,nM,CHEMBL364,CHEMBL1054503,CS(=O)(=O)c1ccc(-c2cnc(N)c(-c3cccc(CO)c3)c2)cc1
CHEMBL3325608,1,4.2,nM,CHEMBL364,CHEMBL5540392,CNC(=O)c1ccc(-c2cnc3cnc(C(=O)N(C)c4ccc(Cl)cc4)cn23)cc1
CHEMBL4102692,1,690.0,nM,CHEMBL364,CHEMBL4018984,FC(F)(F)c1cccc(Nc2nnc(-c3cccc(-c4cccnc4)c3)o2)c1
CHEMBL4093588,1,44.0,nM,CHEMBL364,CHEMBL4006915,Cc1cc(N2CCCCC2)nc(N(CCNc2ccnc3cc(Cl)ccc23)Cc2ccco2)n1
CHEMBL533030,1,593.17,nM,CHEMBL364,CHEMBL1054503,O=C(C=Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCCC(CCCNC(=O)/C=C/c2ccccc2)C1
CHEMBL581413,1,272.29,nM,CHEMBL364,CHEMBL1054503,C=CCOC(=O)N1CCC(CNCc2cccc(-c3ccc(-c4nc5ccccc5[nH]4)s3)c2)C1.O=C(O)C(F)(F)F
CHEMBL1256674,0,12589.25,nM,CHEMBL364,CHEMBL1267247,C1COC(NC(C2CC2)C2CC2)=N1.O=C(O)/C=C/C(=O)O
CHEMBL3361380,1,449.0,nM,CHEMBL364,CHEMBL3369905,COc1cc2[nH]c(C)c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(=O)c2cc1Cl
CHEMBL587478,1,911.24,nM,CHEMBL364,CHEMBL1054503,CN(C)c1ccc(C(c2ccc(N(C)C)cc2)c2cc([N+](=O)[O-])ccc2Cl)cc1
CHEMBL2402290,0,15015.0,nM,CHEMBL364,CHEMBL2404831,CC1=C2CC(C)(C)/C=C/C(=O)/C(C)=C\C3=C[C@H](C)C[C@]3(O2)[C@@]1(O)C(F)(F)F
CHEMBL5313528,0,10200.0,nM,CHEMBL364,CHEMBL4888489,O=C(NCC1CC1)c1cc2c(OCc3ccc(Cl)cc3)cccc2[nH]1
CHEMBL3819162,1,6.0,nM,CHEMBL364,CHEMBL3820733,Cc1cc(N2CCOCC2)nc(NCCCNc2ccnc3cc(Cl)ccc23)n1
CHEMBL580112,1,969.53,nM,CHEMBL364,CHEMBL1054503,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)COc2ccc(C(=O)O)cc21)C(=O)NC(CC1CCCCC1)C(O)CC(=O)NCCCn1ccnc1.Cl.O
CHEMBL4208831,0,29610.0,nM,CHEMBL364,CHEMBL4185063,C=C(C)[C@@H]1CC[C@]2(C(=O)n3ccnc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)C(C)C)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3215567,1,98.0,nM,CHEMBL364,CHEMBL961733,Cl.Cl.Oc1cc(OCCCCCOc2ccc(C3=NCCN3)c(O)c2)ccc1C1=NCCN1
CHEMBL477500,0,10000.0,nM,CHEMBL364,CHEMBL941604,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(NCCc4cnc[nH]4)nc32)[C@H](O)[C@@H]1O
CHEMBL602009,1,173.1,nM,CHEMBL364,CHEMBL1040692,c1ccc(Oc2cccc(CN3CCc4nc(N5CCCCC5)sc4C3)c2)cc1
CHEMBL582250,1,607.0,nM,CHEMBL364,CHEMBL1040692,COc1ccc([N+](=O)[O-])cc1-c1ccc(/C=C(\C#N)c2nn(CCO)c(N)c2C#N)o1
CHEMBL1950988,0,16000.0,nM,CHEMBL364,CHEMBL1953560,C=CCOC[C@@H]1Cc2c(n(CC=C)c3ccccc23)[C@H]2CCCC(=O)N12
CHEMBL517817,0,50000.0,nM,CHEMBL364,CHEMBL993493,NS(=O)(=O)c1ccc(/N=C/c2ccc3ccccc3c2Br)cc1
CHEMBL587865,1,756.0,nM,CHEMBL364,CHEMBL1054503,CCOc1ccc(-c2nonc2NC(=O)c2cccs2)cc1OCC
CHEMBL3219629,1,19.3,nM,CHEMBL364,CHEMBL3223784,CCOC(=O)c1c[nH]c2cc(Oc3ccccc3)ccc2c1=O
CHEMBL3115708,0,129000.0,nM,CHEMBL364,CHEMBL3119713,COc1ccc2cc(-c3cn(-c4ccnc5cc(Cl)ccc45)nn3)ccc2c1
CHEMBL4169893,0,10000.0,nM,CHEMBL364,CHEMBL4131979,COc1ccc(/C=C/C(=O)c2ccc(OCc3cn(CCCNc4ccnc5cc(Cl)ccc45)nn3)cc2)cc1
CHEMBL3355636,1,25.0,nM,CHEMBL364,CHEMBL3381289,O=S(=O)(c1cccc(-c2ccc3ncc(-c4ccc(-c5nnn[nH]5)cc4)n3n2)c1)C1CC1
CHEMBL599722,1,675.0,nM,CHEMBL364,CHEMBL1040692,CC(NC(=O)C(=O)N1CCCCC1)C(c1cccs1)N1CCOCC1
CHEMBL591162,0,15000.0,nM,CHEMBL364,CHEMBL730079,COc1cc(/C=C(\C#N)c2nc3ccccc3[nH]2)cc(Br)c1OCC#N
CHEMBL597258,1,848.0,nM,CHEMBL364,CHEMBL1040692,CC(C)(C)Cc1ccc(OCCCC(=O)Nc2ccc(Cl)c(N)c2)c(CC(C)(C)C)c1
CHEMBL1774611,1,300.0,nM,CHEMBL364,CHEMBL1776674,COc1ccc(C(=O)/C=C/c2ccc(O)c(CN3CCN(c4ccnc5cc(Cl)ccc45)CC3)c2)c(OC)c1
CHEMBL530884,1,442.33,nM,CHEMBL364,CHEMBL1054503,COc1ccc2nccc([C@@H](O)CN3CCC(NC(=O)C(c4ccsc4)N4CCN(c5ccccc5)CC4)CC3)c2c1
CHEMBL527585,1,306.42,nM,CHEMBL364,CHEMBL1054503,COc1ccc(C2SCC(=O)N2CCc2ccc(OC)c(OC)c2)cc1
CHEMBL4984611,0,10000.0,nM,CHEMBL364,CHEMBL4888491,FC(F)Oc1ccc(-c2c[n+](-c3cccc(C(F)(F)F)c3)c3n2CCCCC3)cc1
CHEMBL1801772,0,13900.0,nM,CHEMBL364,CHEMBL5223551,COc1cc(OC)c2c(c1)O/C(=C\c1ccc(OC)c(OC)c1)C2=O
CHEMBL484723,0,64000.0,nM,CHEMBL364,CHEMBL1006270,Cn1c2nc3ccccc3c-2c(Cl)c2ccc(Cl)cc21
CHEMBL4285728,0,18800.0,nM,CHEMBL364,CHEMBL4254764,CC(C)=CCC1=C(OCc2cn(-c3ccccc3C)nn2)C(=O)c2ccccc2C1=O
CHEMBL525296,1,577.43,nM,CHEMBL364,CHEMBL1054503,COc1cc(OC)cc(-c2nn(-c3ccc([N+](=O)[O-])cc3C#N)c(=S)n2Cc2ccco2)c1
CHEMBL428650,0,15848.93,nM,CHEMBL364,CHEMBL1267249,O=C(O)[C@@H]1[C@H](C(=O)O)[C@H]2CC[C@@H]1O2
CHEMBL532333,1,3.2,nM,CHEMBL364,CHEMBL1054503,Br.CC1(C)N=C(N)N=C(N)N1OCc1cccc2c1ccc1ccccc12
CHEMBL3422293,1,2.8,nM,CHEMBL364,CHEMBL3423648,COc1ccc2nc3cc(Cl)ccc3c(N/C(=N/CCCN(C)C)c3ccc(Cl)cc3)c2n1
CHEMBL1760525,0,20000.0,nM,CHEMBL364,CHEMBL1764233,O=C1C(=O)N(CCCBr)c2ccccc21
CHEMBL6189468,1,467.0,nM,CHEMBL364,CHEMBL6182671,CCC1=C(CC)/C(=C/NC2CCCCC2)N=C1c1cc2cc(Cl)ccc2[nH]1
CHEMBL229885,0,10300.0,nM,CHEMBL364,CHEMBL1048316,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O
CHEMBL5278609,1,23.0,nM,CHEMBL364,CHEMBL5246789,C[C@H]1[C@@H](OCc2ccc(C(=O)N(CCNc3ccnc4cc(Cl)ccc34)CC(=O)NC3CCCCC3)cc2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
CHEMBL586913,1,752.67,nM,CHEMBL364,CHEMBL1054503,Oc1ccc(Cl)cc1-c1cc(C(F)(F)F)nc(-c2ccccc2)n1
CHEMBL528911,1,955.0,nM,CHEMBL364,CHEMBL1054503,O=C1OC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2ccc(O)c(Cl)c2)C1
CHEMBL4857256,1,624.0,nM,CHEMBL364,CHEMBL4839279,COc1ccc(Cn2c(NC3CCN(CCc4ccc(C#N)cc4)CC3)nc3ccccc32)cc1
CHEMBL3356394,1,180.0,nM,CHEMBL364,CHEMBL3377300,Cl.Clc1ccc(-n2c3c/c(=N/CCCCC45CCCCN4CCCC5)c(Nc4cccnc4)cc-3nc3ccccc32)cc1
CHEMBL585795,1,229.8,nM,CHEMBL364,CHEMBL1040692,CCOC(=O)c1nnn(-c2nonc2N)c1-c1ccc(Br)cc1
CHEMBL2017466,1,214.6,nM,CHEMBL364,CHEMBL2019288,O=C1C=C(NCCCCCCCCCC[P+](Cc2ccccc2)(Cc2ccccc2)Cc2ccccc2)C(=O)c2ccccc21
CHEMBL526194,1,3.2,nM,CHEMBL364,CHEMBL1054503,CC(C)Sc1ccc(Cl)cc1CON1C(=N)N=C(N)NC1(C)C.Cl
CHEMBL531980,1,943.56,nM,CHEMBL364,CHEMBL1054503,Cc1ccc(CC(C)NCC(O)c2cccc(C#N)c2)cc1
CHEMBL473536,0,49900.0,nM,CHEMBL364,CHEMBL944270,Oc1ccc(Sc2ccc(O)cc2O)c(O)c1
CHEMBL578330,1,873.0,nM,CHEMBL364,CHEMBL1040692,COc1ccc(-c2noc(-c3cccc(I)c3)n2)cc1OC
CHEMBL580789,1,276.57,nM,CHEMBL364,CHEMBL1054503,Fc1cc(Cl)ccc1Nc1ccnc2cc(-c3ccc(CNCCN4CCOCC4)o3)ccc12
CHEMBL4535587,1,280.0,nM,CHEMBL364,CHEMBL4310136,C[C@@H]1CN(C(=O)c2ccnc(Nc3nc4cnc(-c5ccc(F)c(C(F)(F)F)c5)cc4[nH]3)c2)C[C@H](C)N1CC1CC1
CHEMBL2408999,0,12000.0,nM,CHEMBL364,CHEMBL2410786,CC(C)CCNC(=O)CNC(=O)[C@H](O)C(C)(C)CO
CHEMBL5567350,1,216.6,nM,CHEMBL364,CHEMBL6087754,COC(=O)C1=C(Cn2cc(CNc3ccnc4cc(Cl)ccc34)nn2)NC(=O)NC1c1ccc(F)cc1
CHEMBL592082,0,15000.0,nM,CHEMBL364,CHEMBL730079,CCCOC(=O)c1ccc(NC(=O)NC2CCCCC2)cc1
CHEMBL5201539,1,61.8,nM,CHEMBL364,CHEMBL5155584,O[C@H](CNCCN1CCN(C[C@@H](O)c2cc(C(F)(F)F)nc3c(C(F)(F)F)cccc23)CC1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL548079,1,140.01,nM,CHEMBL364,CHEMBL1054503,Cc1nc(C)c(-c2ccc(S(=O)(=O)c3ccc(Cl)cc3)cc2)c(O)c1Cl
CHEMBL4575250,1,26.0,nM,CHEMBL364,CHEMBL4310136,C[C@@H]1CN(C(=O)c2ccnc(Nc3nc4cnc(Nc5ccc(F)c(C(F)(F)F)c5)cc4[nH]3)c2)C[C@H](C)N1
CHEMBL2337295,0,85000.0,nM,CHEMBL364,CHEMBL2342802,CCC(=O)OC[C@H]1O[C@@H](n2c(I)cc(=O)[nH]c2=O)[C@H](O)[C@@H]1O
CHEMBL2331691,1,78.0,nM,CHEMBL364,CHEMBL2344483,CN(CCO)CCNc1ccnc2cc(Cl)ccc12
CHEMBL589451,0,15000.0,nM,CHEMBL364,CHEMBL730080,CCN(CC)CCNC(=O)c1ccc(Cn2c(SCc3cccc(C)c3)nc3ccncc32)cc1
CHEMBL592069,0,15000.0,nM,CHEMBL364,CHEMBL730079,CCOc1ccccc1C(=O)NCCc1csc(-c2ccc(OC)cc2)n1
CHEMBL601751,1,249.1,nM,CHEMBL364,CHEMBL1040692,Cc1ccccc1C=NNc1nc2ccccc2[nH]1
CHEMBL547586,1,941.25,nM,CHEMBL364,CHEMBL1054503,COc1ccc(CNC(=O)c2cnc3c(O)cccc3c2Nc2cccc(NC(=O)c3ccc(-c4ccccc4)cc3)c2)cc1.O=C(O)C(F)(F)F
CHEMBL3603877,1,145.0,nM,CHEMBL364,CHEMBL3606488,CCCN(C)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1
CHEMBL6132768,1,860.0,nM,CHEMBL364,CHEMBL6073183,O=C(/C=C(\O)C(F)(F)C(F)(F)F)c1ccoc1
CHEMBL3498245,1,82.01,nM,CHEMBL364,CHEMBL4649945,Cl.c1ccc(-c2ccc(C3CNCCO3)nc2)cc1
CHEMBL530785,1,763.04,nM,CHEMBL364,CHEMBL1054503,CCCc1c(C(=O)NC2CCC(CN3CCC(c4c[nH]c5ccccc45)CC3)CC2)cnn1-c1ccc(Cl)cc1
CHEMBL535088,1,927.67,nM,CHEMBL364,CHEMBL1054503,CNC(=O)c1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1Nc1ccccc1OC.O=C(O)C(F)(F)F
CHEMBL4632695,1,0.08,nM,CHEMBL364,CHEMBL4606260,COc1cc2[nH]c3cc(OCc4ccc(C(F)(F)F)cc4)ccc3c(=O)c2cc1Cl
CHEMBL582590,1,810.02,nM,CHEMBL364,CHEMBL1054503,Cc1nc(C)c(-c2ccc(C(=O)c3ccc(Cl)cc3)cc2)c(O)c1Br
CHEMBL537525,1,54.3,nM,CHEMBL364,CHEMBL1054503,CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@H](C)c2ccccc2)cc(N2CCCC2=O)c1
CHEMBL3799114,1,104.0,nM,CHEMBL364,CHEMBL3800920,Cn1c(=O)n(-c2ccc(C(F)(F)F)cc2)c2c3cc(-c4ccc(N)nc4)ccc3ncc21
CHEMBL580452,1,511.57,nM,CHEMBL364,CHEMBL1054503,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)NC2CCN(CCNC(=O)c4cccc(C(F)(F)F)c4)CC2)CCC3)cc1.O=C(O)C(F)(F)F
CHEMBL4864218,1,5.2,nM,CHEMBL364,CHEMBL4812658,Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1cc(C#N)[nH]n1
CHEMBL6133240,1,4.0,nM,CHEMBL364,CHEMBL6089898,CCn1cc(C2CC2)c2c(Cc3ccc(C(F)(F)F)c(C#N)c3)n(C)nc2c1=O
CHEMBL2408975,0,149000.0,nM,CHEMBL364,CHEMBL2410786,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCC1CC1
CHEMBL3220282,1,2.0,nM,CHEMBL364,CHEMBL3223825,CN1/C(=C/C=C/c2sc3ccc(Cl)cc3[n+]2C)Sc2ccc(Cl)cc21.[Cl-]
CHEMBL3235631,1,369.18,nM,CHEMBL364,CHEMBL3240878,COc1ccc(Oc2ccccc2N/C(=N/c2cccc(Cl)c2)NCCCNc2ccnc3cc(Cl)ccc23)cc1
CHEMBL411132,1,115.7,nM,CHEMBL364,CHEMBL931167,COc1c(CN(CCNc2ccnc3cc(Cl)ccc23)CC(C)(C)C)c(C(F)(F)F)c(OC)c2ccccc12
CHEMBL2178479,0,31000.0,nM,CHEMBL364,CHEMBL2183637,Cc1cn([C@@H]2C[C@H](O)[C@@H](CNC(=O)Nc3ccc([N+](=O)[O-])cc3)O2)c(=O)[nH]c1=O
CHEMBL1479,0,14130.0,nM,CHEMBL364,CHEMBL3392944,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C
CHEMBL5593351,1,363.0,nM,CHEMBL364,CHEMBL5581514,CCOC(=O)C1=C(C)NC2=C(C(=O)OC(c3cccc(OC)c3)C2)C1c1ccccc1Cl
CHEMBL501860,1,85.0,nM,CHEMBL364,CHEMBL1177560,O=C1C[C@@H]2OCC=C3CN4[C@@H](C5=C[C@@H]6[C@@H]7N(C5=O)c5ccccc5[C@@]75CCN7C/C(=C/CO)[C@@H]6C[C@H]75)C[C@]56c7ccccc7N1[C@H]5[C@@H]2[C@H]3C[C@H]46
CHEMBL545941,1,693.53,nM,CHEMBL364,CHEMBL1054503,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N1CCC(CCCN2CCC(c3c[nH]c4ccc(O)cc34)CC2)CC1
CHEMBL414435,1,130.0,nM,CHEMBL364,CHEMBL4272724,Clc1ccc(-c2c[nH]cc2C(c2ccc(Cl)cc2)n2ccnc2)cc1
CHEMBL2086449,1,380.0,nM,CHEMBL364,CHEMBL2090888,COc1cc([C@H](O)[C@@H](C)Oc2c(OC)cc(C)cc2OC)cc(OC)c1OC
CHEMBL3356388,1,240.0,nM,CHEMBL364,CHEMBL3377298,Cl.Fc1ccc(Nc2cc3nc4ccccc4n(-c4ccc(F)cc4)c-3c/c2=N/CCCCC23CCCCN2CCCC3)cc1
CHEMBL546548,1,697.24,nM,CHEMBL364,CHEMBL1054503,O=C(/C=C/c1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(NC(=O)Nc2cccc(C(F)(F)F)c2)CC1
CHEMBL3356381,1,450.0,nM,CHEMBL364,CHEMBL3377298,Clc1ccc(Nc2cc3nc4ccccc4n(-c4ccc(Cl)cc4)c-3c/c2=N/C[C@@H]2CCCN3CCCC[C@H]23)cc1
CHEMBL5562566,1,2.5,nM,CHEMBL364,CHEMBL5512715,C[C@H]1[C@H](OC(=O)CCC(=O)OCCCCc2cn(-c3ccnc4cc(Cl)ccc34)nn2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
CHEMBL4634569,1,158.19,nM,CHEMBL364,CHEMBL4616728,C[C@@H]1CC[C@@H]2[C@]34OO[C@@](C)(CC[C@@H]13)O[C@H]4OC(OCC1CC1)[C@]2(C)O
CHEMBL5285012,1,83.0,nM,CHEMBL364,CHEMBL5239966,COc1ccc(CCN2CCC(Nc3nc4cc(Cl)c(Cl)cc4[nH]3)CC2)cc1
CHEMBL599939,1,607.0,nM,CHEMBL364,CHEMBL1040692,CCCCCCN(C(=O)c1ccc(Cl)cc1)C(CC)c1nc2ccccc2c(=O)n1-c1ccccc1OC
CHEMBL389051,1,217.17,nM,CHEMBL364,CHEMBL1054503,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
CHEMBL1224167,0,30300.0,nM,CHEMBL364,CHEMBL1225526,[O-][S+](Cc1ccccc1)SCc1ccccc1
CHEMBL134943,0,10000.0,nM,CHEMBL364,CHEMBL2410398,O=C(N[C@@H](c1ccccc1)[C@@H](O)C(=O)O)c1ccccc1
CHEMBL528509,1,837.26,nM,CHEMBL364,CHEMBL1054503,COc1cc2c(cc1S(=O)(=O)c1ccc(NC(=O)c3cc4ccccc4s3)cc1)CCN(C)CC2
CHEMBL493823,0,30000.0,nM,CHEMBL364,CHEMBL997204,N#Cc1nc(NCc2ccccc2)c2c(n1)N(Cc1ccccc1)CN2
CHEMBL4929083,0,10000.0,nM,CHEMBL364,CHEMBL4888490,Cc1nn(-c2ccccc2)c2nc(Cc3ccccc3)nc(N3CCCN(C(=O)NC4CCCCC4)CC3)c12
CHEMBL3410333,1,8.0,nM,CHEMBL364,CHEMBL3411606,CC(=O)ON(C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C
CHEMBL601613,1,39.8,nM,CHEMBL364,CHEMBL1040692,Cc1cnc(C)c(-c2ccc(O)c(CNCC3(N4CCCCC4)CCCCC3)c2)n1
CHEMBL484307,1,29.52,nM,CHEMBL364,CHEMBL1040691,COc1cc(Nc2cncc(-c3ccc(C(N)=O)cc3)n2)cc(OC)c1OC
CHEMBL547137,1,591.48,nM,CHEMBL364,CHEMBL1054503,Clc1ccc(CNc2nc(NCCc3c[nH]cn3)nc(N3CCCC4CCCCC43)n2)cc1
CHEMBL585972,1,707.0,nM,CHEMBL364,CHEMBL1040692,O=C1C(Sc2nnc[nH]2)=CC(=NS(=O)(=O)c2cccs2)c2ccccc21
CHEMBL4226069,1,108.4,nM,CHEMBL364,CHEMBL4222664,Clc1ccc2c(NCCCCN=C3C4CC5CC(C4)CC3C5)ccnc2c1
CHEMBL548027,1,923.8,nM,CHEMBL364,CHEMBL1054503,O=C(O)C(F)(F)F.Oc1ccc(CCNc2nc(NCc3ccccc3-c3ccc(C(F)(F)F)cc3)nc(NC3CCNCC3)n2)cc1
CHEMBL294323,1,627.0,nM,CHEMBL364,CHEMBL970001,CC(O)c1cc2c(o1)C(=O)c1ccccc1C2=O
CHEMBL288290,1,300.0,nM,CHEMBL364,CHEMBL762989,Nc1ccc2c(Nc3ccccc3)c3ccc(N)cc3nc2c1
CHEMBL2391956,0,118000.0,nM,CHEMBL364,CHEMBL2396025,CC(C)CNP1(=S)OCc2cc([N+](=O)[O-])ccc2O1
CHEMBL463201,0,43000.0,nM,CHEMBL364,CHEMBL978458,CO[C@H]1O[C@H](C)[C@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1
CHEMBL4207446,1,23.0,nM,CHEMBL364,CHEMBL4189347,FC(F)(F)c1ccc(-c2nc3cnc(Nc4ccccn4)cc3[nH]2)cn1
CHEMBL585893,1,750.0,nM,CHEMBL364,CHEMBL1040691,O=C(Nc1ccc(-c2nnc(-c3ccccc3)o2)cc1)c1ccc(Br)cc1
CHEMBL268369,1,57.0,nM,CHEMBL364,CHEMBL900423,COc1cc(NC2(CCCN)CC2)c2ncccc2n1
CHEMBL528312,1,673.34,nM,CHEMBL364,CHEMBL1054503,CCc1ccc(NC(=O)c2ccc(CN3CCCN(Cc4cccc(O)c4)CC3)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL2049203,0,15015.0,nM,CHEMBL364,CHEMBL2049756,CCOC(=O)CCCCCOc1cccc(CN(C(=O)c2ccc(-c3cccc(F)c3)cc2)C(C)C)c1
CHEMBL4080213,1,15.0,nM,CHEMBL364,CHEMBL3994516,CCCNC(=O)N1[C@H](C#N)[C@H](c2ccc(-c3ccc(OC)cc3)cc2)[C@H]1CO
CHEMBL588332,1,839.0,nM,CHEMBL364,CHEMBL1040692,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc([N+](=O)[O-])o1
CHEMBL1828813,1,10.0,nM,CHEMBL364,CHEMBL1833017,CCOC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3
