molecule_chembl_id,activity_label,standard_value,standard_units,target_chembl_id,assay_chembl_id,rdkit_canonical_smiles
CHEMBL4277266,0,10000.0,nM,CHEMBL364,CHEMBL4271804,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](C)O)[C@@H](O)CC(=O)NCCc1ccccc1.O=C(O)C(F)(F)F
CHEMBL4093909,1,283.0,nM,CHEMBL364,CHEMBL3998645,CN1CCC(Nc2nc(Nc3ccc(Cl)c(F)c3)nc3cccnc23)CC1
CHEMBL528094,1,760.34,nM,CHEMBL364,CHEMBL1054503,CC(=O)N[C@H](C(=O)Nc1cccc(-c2ccc(-c3nc4cccc(C)c4[nH]3)s2)c1)C(C)C
CHEMBL5428710,1,770.0,nM,CHEMBL364,CHEMBL5373564,C[C@H](CC[C@H](O)[C@](C)(O)COC(=O)[C@@H](C)CC(=O)C[C@@H](C)[C@H]1C[C@@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C
CHEMBL5199435,1,17.0,nM,CHEMBL364,CHEMBL5160032,COc1cc(F)ccc1-c1cnc2sc(N3CCC(N)(CO)CC3)nn12
CHEMBL1673274,0,12000.0,nM,CHEMBL364,CHEMBL1678152,Fc1ccc(C(CCCN2CCCC2)c2ccc(F)cc2)cc1
CHEMBL4868442,1,0.95,nM,CHEMBL364,CHEMBL4842479,CCOP(=O)(/C=C/[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3)NC(=O)OCc1ccccc1)c1ccccc1)OCC
CHEMBL2402282,0,15015.0,nM,CHEMBL364,CHEMBL2404831,CCOC(=O)CNC(=O)[C@H](CS[C@H]1[C@@H]2C(=O)/C(C)=C\C3=C[C@H](C)C[C@@]34O[C@]2(CC1(C)C)[C@@H](C)C4=O)NC(=O)CC[C@H](N)C(=O)O
CHEMBL528294,1,371.26,nM,CHEMBL364,CHEMBL1054503,Cc1cccc2nc(-c3cccc(-c4ccc(C(=O)N5CCCCC5C(C)O)cc4)c3)[nH]c12
CHEMBL2071263,1,100.0,nM,CHEMBL364,CHEMBL2072872,Cc1cn([C@H]2C[C@H](n3cc(CO[C@H]4O[C@@H]5O[C@@]6(C)CC[C@H]7[C@H](C)CC[C@@H]([C@H]4C)[C@@]57OO6)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O
CHEMBL1272173,0,333000.0,nM,CHEMBL364,CHEMBL1274508,CCCCCOc1ccc(NC(=O)C2C(C(=O)O)[C@@H]3CC[C@H]2O3)cc1
CHEMBL343433,1,20.0,nM,CHEMBL364,CHEMBL760277,CCN(CC)CCCC(C)Nc1ccnc2cc(F)ccc12
CHEMBL3137651,1,309.0,nM,CHEMBL364,CHEMBL5137947,O=C(NCc1cccc(C(F)(F)F)c1Cl)c1cncc2nnc(-c3ccc(OC(F)F)cc3)n12
CHEMBL1289720,1,14.0,nM,CHEMBL364,CHEMBL1293135,COc1ccc2ccc([C@H](C)C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)Nc3cccc4cccnc34)cc2c1
CHEMBL549258,1,927.03,nM,CHEMBL364,CHEMBL1054503,COc1cc(NC(=O)c2sc(-c3ccc(Cl)cc3)cc2NC(=O)CN2CCCC2)ccc1OCCN1CCCC1.Cl
CHEMBL592115,0,15000.0,nM,CHEMBL364,CHEMBL730079,O=C(O)c1ccc(NC2=C(n3nnc4ccccc43)C(=O)c3ccccc3C2=O)cc1
CHEMBL3221791,0,24380.0,nM,CHEMBL364,CHEMBL3227335,COCC(COc1cccc2cnccc12)NCc1ccc(F)cc1
CHEMBL530392,1,792.27,nM,CHEMBL364,CHEMBL1054503,CC(C)c1ccc(NC(=O)c2ccc(C(=O)NC3CCN(CC4CCCCC4)C3)cc2)cc1.O=C(O)C(F)(F)F
CHEMBL533358,1,244.3,nM,CHEMBL364,CHEMBL1054503,O=C(Nc1ccc(OC(F)(F)F)cc1)NC1CCN(c2ccnc3ccccc23)C1.O=C(O)C(F)(F)F
CHEMBL4438965,1,260.0,nM,CHEMBL364,CHEMBL4384264,CC(=O)OC[C@H]1O[C@@H](CC(=O)/C=C2\C(=O)N(Cc3ccccc3)c3ccc(Cl)cc32)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
CHEMBL588045,1,290.35,nM,CHEMBL364,CHEMBL1054503,Cc1ccc(NC(=O)c2ccc(CN3CCCN(CC4CCCCC4)CC3)cc2)cc1F.O=C(O)C(F)(F)F
CHEMBL4443762,1,230.68,nM,CHEMBL364,CHEMBL4433929,Cc1cc(Cl)nc(NCc2cc(Nc3ccnc4cc(Cl)ccc34)ccc2F)n1
CHEMBL368478,0,129000.0,nM,CHEMBL364,CHEMBL753455,c1ccc(-c2c[nH]c3c4ccccc4nc-3c2)cc1
CHEMBL2048888,1,60.4,nM,CHEMBL364,CHEMBL2049756,CC(C)N(Cc1cccc(OCCCCCC(=O)O)c1)C(=O)c1ccc(-c2ccc3c(c2)OCO3)cc1
CHEMBL529175,1,363.58,nM,CHEMBL364,CHEMBL1054503,Cc1[nH]c2ccccc2c1C1=CCN(CCCCC2(C)C(=O)Nc3cccc(F)c32)CC1
CHEMBL3421921,1,2.1,nM,CHEMBL364,CHEMBL3423648,CN(C)CCCN/C(=N\c1ccnc2cc(Cl)ccc12)c1ccccc1
CHEMBL4566848,1,130.0,nM,CHEMBL364,CHEMBL4344852,CN1CCN(c2ccc(Nc3ccc4c(Nc5cnccn5)ccnc4c3)cc2)CC1
CHEMBL536645,1,765.0,nM,CHEMBL364,CHEMBL1054503,COc1ccc2[nH]cc(C3CCN(Cc4ccc(NC(=O)c5ccc(-c6ccccc6)cc5)cc4)CC3)c2c1
CHEMBL533909,1,985.0,nM,CHEMBL364,CHEMBL1040691,CC(C)c1cccc(C(C)C)c1NC(=O)N(Cc1ccccc1)C(C)c1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1
CHEMBL577451,1,545.0,nM,CHEMBL364,CHEMBL1040691,COc1ccc(CN2C[C@H](Sc3nc4ccccc4[nH]3)C[C@H]2C(=O)NC2CC2)cc1C
CHEMBL531439,1,702.22,nM,CHEMBL364,CHEMBL1054503,C=Cc1cc(NC(=O)N2CCc3cc(OC)c(C(F)(F)F)cc32)cc(-c2cccnc2)c1
CHEMBL1272172,0,500000.0,nM,CHEMBL364,CHEMBL1274508,COc1ccc(NC(=O)C2C(C(=O)O)[C@@H]3CC[C@H]2O3)cc1
CHEMBL3344383,1,59.0,nM,CHEMBL364,CHEMBL3374657,COc1ccc(COC[C@H](C)N2C[C@@H](C)[C@H](CN(C)S(=O)(=O)c3ccc(F)cc3)OCCCC[C@H](C)Oc3ncccc3C2=O)cc1
CHEMBL529288,1,236.5,nM,CHEMBL364,CHEMBL1054503,Cc1cccc2nc(-c3cccc(-c4ccc(NC(=O)NCc5cccc(F)c5)cc4)c3)[nH]c12
CHEMBL4457590,1,243.0,nM,CHEMBL364,CHEMBL4329346,Cc1cc(N(CCCNc2ccnc3cc(Cl)ccc23)Cc2ccccn2)nc(N2CCN(C)CC2)n1
CHEMBL3098691,1,19.0,nM,CHEMBL364,CHEMBL3376049,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc1ccccc1)NO
CHEMBL5079291,0,25000.0,nM,CHEMBL364,CHEMBL5032021,Cc1ccc(-c2nc3cccnc3n2CCNC(=O)Nc2ccccc2F)cc1
CHEMBL589473,0,15000.0,nM,CHEMBL364,CHEMBL730079,Br.CCN(CC)CCn1c(=N)n(CCOc2ccc(Cl)cc2Cl)c2ccccc21
CHEMBL2179030,0,100000.0,nM,CHEMBL364,CHEMBL2183637,Cc1cn([C@H]2C[C@H](O)[C@@H](CNC(=O)c3ccc4ccccc4c3)O2)c(=O)[nH]c1=O
CHEMBL272879,1,986.0,nM,CHEMBL364,CHEMBL934468,CCN(CC)c1ccc(/C=N/Nc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL524406,1,760.75,nM,CHEMBL364,CHEMBL1054503,Cc1cccc(C(=O)N2CCN(Cc3cccc(NC(=O)c4ccco4)c3)CC2)c1.O=C(O)C(F)(F)F
CHEMBL450675,0,26000.0,nM,CHEMBL364,CHEMBL3095329,COc1ccc(/C=C2\COc3cc(O)ccc3C2=O)cc1
CHEMBL578286,1,166.9,nM,CHEMBL364,CHEMBL1040691,Brc1ccc(-c2n(Cc3ccccc3)c3ccccc3[n+]2Cc2ccccc2)o1
CHEMBL534579,1,711.55,nM,CHEMBL364,CHEMBL1054503,O=C(C1CCN(c2nnnn2-c2ccccc2)CC1)N1CCc2ccccc2C1
CHEMBL3211519,1,42.2,nM,CHEMBL364,CHEMBL4822357,O=C(N/N=C/c1ccc(O)cc1)c1ccncc1
CHEMBL379122,1,23.0,nM,CHEMBL364,CHEMBL866991,CC(=O)OC1(C)CCC2CC1OO[C@]2(/C=C\c1ccccc1)c1ccccc1
CHEMBL1076050,1,115.83,nM,CHEMBL364,CHEMBL1115717,CNc1nc(Nc2ccc(F)cc2)nc(Nc2ccc(Nc3c4ccc(Cl)cc4nc4ccc(OC)cc34)cc2)n1
CHEMBL1800558,1,940.0,nM,CHEMBL364,CHEMBL1803233,CCNCCN(CC)c1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3ccccc3n12
CHEMBL3338012,0,64000.0,nM,CHEMBL364,CHEMBL3382915,Cc1cccc(C)c1Nc1nc(Cl)nc(Nc2ccc(C#N)cc2)n1
CHEMBL579155,1,6.28,nM,CHEMBL364,CHEMBL1040692,Oc1ccc(-c2ccc(F)cc2)cc1CNC1CCCCC1
CHEMBL2430916,1,226.0,nM,CHEMBL364,CHEMBL2433759,FC(F)(F)c1ccc2/c(=N/c3ccc(-c4ccccc4)cc3)ccn(CCN3CCCC3)c2c1
CHEMBL211750,1,1.9,nM,CHEMBL364,CHEMBL866010,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc2c1COC2
CHEMBL258765,1,7.82,nM,CHEMBL364,CHEMBL1920513,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21.[Cl-]
CHEMBL495824,0,25130.0,nM,CHEMBL364,CHEMBL1004946,OC[C@H](Oc1ccccc1)[C@@H](NCc1ccccc1)c1ccccc1F
CHEMBL4754881,1,1.2,nM,CHEMBL364,CHEMBL4730178,[C-]#[N+][C@@H]1[C@H]2[C@H](CC[C@@]1(C)O)[C@@](C)(C#N)CC[C@@H]2[C@@]1(C)CC[C@H](Cl)C(C)(C)O1
CHEMBL577213,1,18.07,nM,CHEMBL364,CHEMBL1040692,COc1ccc(C2CC(=O)C3=C(C2)NC(C)=C(C(=O)OC(C)C)C3c2cccc(Cl)c2Cl)cc1OC
CHEMBL498757,0,50000.0,nM,CHEMBL364,CHEMBL2445693,NS(=O)(=O)c1ccc(-n2cc(CS(=O)(=O)[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)cc1
CHEMBL587749,1,898.0,nM,CHEMBL364,CHEMBL1054503,CC[C@H](C)CNC(=O)c1ccnc(-c2cccc(CN(C)C3CCN(C)CC3)c2)c1.O=C(O)C(F)(F)F
CHEMBL4162779,1,70.0,nM,CHEMBL364,CHEMBL4146076,Cc1cccc2c1-c1ccccc1[I+]2.O=S(=O)([O-])C(F)(F)F
CHEMBL4543845,1,879.02,nM,CHEMBL364,CHEMBL4335874,CC(=O)Nc1ccc(S(=O)(=O)NC(Cc2ccccc2)c2nc3ccccc3c(=O)n2/N=C/c2cccc(Cl)c2)cc1
CHEMBL2035996,0,13100.0,nM,CHEMBL364,CHEMBL2039434,CCCCCCCCCCCCC[C@H](O)C[C@H](O)[C@H](C)NC(C)=O
CHEMBL80298,0,10000.0,nM,CHEMBL364,CHEMBL765487,Nc1cnc2ccccc2c1
CHEMBL3234070,1,5.5,nM,CHEMBL364,CHEMBL3241686,CN1CCN(C(=O)c2cccc(-c3ccc4ncc(-c5ccc(S(C)(=O)=O)cc5)n4n3)c2)CC1
CHEMBL595637,0,25000.0,nM,CHEMBL364,CHEMBL1068599,C[C@@H](C#N)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1
CHEMBL3467731,1,556.55,nM,CHEMBL364,CHEMBL4649964,Cc1cccc(C2(NCCCS(C)(=O)=O)CCCC2)c1
CHEMBL548871,1,817.83,nM,CHEMBL364,CHEMBL1054503,Cc1cccc2nc(-c3ccc(-c4ccc(CN5CCOCC5)cc4)cc3)[nH]c12.O=C(O)C(F)(F)F
CHEMBL148399,1,4.0,nM,CHEMBL364,CHEMBL760277,CCN(CC)CCCNc1ccnc2cc(Br)ccc12
CHEMBL3338905,0,100000.0,nM,CHEMBL364,CHEMBL3382422,COc1ccc2c(c1)[C@H]1O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]1CS2
CHEMBL585843,1,110.2,nM,CHEMBL364,CHEMBL1040692,Clc1ccc(Nc2nc(Nc3ccc(Cl)cc3)c3ccccc3n2)cc1
CHEMBL1945108,1,266.0,nM,CHEMBL364,CHEMBL1948417,O=C(O)CCc1ccc(Cl)c2c1B(O)OC2
CHEMBL197928,0,19000.0,nM,CHEMBL364,CHEMBL884197,CCCCCCCCCCCCCCCCC1(C)SC(O)=C(CC)C1=O
CHEMBL3221651,1,115.0,nM,CHEMBL364,CHEMBL3224345,CC1CCC2CC1OO[C@]2(C)/C=C/[C@H](O)C(C)(C)O
CHEMBL6069733,1,67.9,nM,CHEMBL364,CHEMBL6182670,CCC1=C(CC)/C(=C/N[C@H]2CC[C@H](C)CC2)N=C1c1ccc[nH]1
CHEMBL602213,0,12500.0,nM,CHEMBL364,CHEMBL1040691,Cc1ccc(C2CC(=O)N3CN(c4ccc(Br)cc4)CSC3=C2C#N)o1
CHEMBL3138114,1,59.35,nM,CHEMBL364,CHEMBL754074,CC(=O)O[C@H]1C[C@H]2[C@@H]([C@H](OC(C)=O)C[C@@H]3C[C@]4(CC[C@@]32C)OO[C@]2(CC[C@@]3(C)[C@H](C[C@@H](OC(C)=O)[C@@H]5[C@@H]3C[C@H](OC(C)=O)[C@]3(C)[C@@H](C(C)CCC(N)=O)CC[C@@H]53)C2)OO4)[C@@H]2CC[C@H](C(C)CCC(N)=O)[C@@]12C
CHEMBL1275866,1,856.0,nM,CHEMBL364,CHEMBL1285662,CC1=N[C@H](C)Cc2c(-c3cccc(Cl)c3)ccc(O)c21
CHEMBL1200895,0,15848.93,nM,CHEMBL364,CHEMBL1267249,NNCCc1ccccc1.O=S(=O)(O)O
CHEMBL586024,1,467.0,nM,CHEMBL364,CHEMBL1040692,Cc1ccc(-c2nn(-c3ccccc3)c3[nH]c(=O)c(CNCc4ccccc4)cc23)cc1
CHEMBL3216825,1,231.0,nM,CHEMBL364,CHEMBL2422960,COc1cc(C(=N)N)cc(OC)c1OCc1cccc(C(=N)N)c1.Cl.Cl
CHEMBL1257012,0,12589.25,nM,CHEMBL364,CHEMBL1267247,Cl.Fc1ccc(CN(C2=NCCN2)c2c(Cl)cccc2Cl)cc1
CHEMBL2381687,0,18690.0,nM,CHEMBL364,CHEMBL2384195,C[C@H]1C(CCO)=CC(=O)[C@H]2[C@H]1CC[C@H]1C(C)(C)CCC[C@]21C
CHEMBL3780486,0,45000.0,nM,CHEMBL364,CHEMBL3782471,O=C(CSc1ccc(Br)cc1)c1c[nH]c2c(I)cccc12
CHEMBL547769,1,827.58,nM,CHEMBL364,CHEMBL1054503,Cc1cc2ncn(-c3ccnc(N4CCN(CCCN5CCCC5)CC4)n3)c2cc1C.O=C(O)C(F)(F)F
CHEMBL601123,1,750.0,nM,CHEMBL364,CHEMBL1040692,O=C(/C=C/c1ccccc1)NNC(=O)c1cccnc1
CHEMBL4464459,1,945.0,nM,CHEMBL364,CHEMBL4329346,Cc1cc(N2CCCCC2)nc(N(CCCNc2ccnc3cc(Cl)ccc23)Cc2ccccn2)n1
CHEMBL528058,1,824.88,nM,CHEMBL364,CHEMBL1054503,O=C(NCCc1ccc(Cl)c(Cl)c1)[C@@H]1CCCN1C(=O)c1ccc(O)c(-c2cccc(C(F)(F)F)c2)c1
CHEMBL4067864,1,380.0,nM,CHEMBL364,CHEMBL3996774,CCNCCNc1cc(-c2ccc(C(F)(F)F)cc2)c(C#N)c2nc3cc(Br)ccc3n12
CHEMBL548510,1,997.1,nM,CHEMBL364,CHEMBL1054503,C=C(C)CSc1nc2c(c(=O)n1Cc1ccco1)C1(CCCCC1)Cc1ccccc1-2
CHEMBL5175549,1,19.0,nM,CHEMBL364,CHEMBL5148564,O=C(NCC(F)(F)F)[C@@H]1COCCOc2cccc(c2)C[C@H](N2CCCC2=O)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1
CHEMBL546210,1,598.18,nM,CHEMBL364,CHEMBL1054503,O=C(O)C(F)(F)F.O=C1CCCN1CCCNCc1cccc(-c2cccc(-c3nc4cc(F)ccc4[nH]3)c2)c1
CHEMBL4794155,1,25.4,nM,CHEMBL364,CHEMBL4724764,CCCCNc1nc(Nc2cccnc2)nc2cc(OC)c(OC)cc12
CHEMBL1668808,1,44.49,nM,CHEMBL364,CHEMBL1669974,CCCCNc1nc(Nc2ccc(C)cc2)nc(Nc2ccc(Nc3ccnc4cc(Cl)ccc34)cc2)n1
CHEMBL602798,0,12500.0,nM,CHEMBL364,CHEMBL1040691,O=C(Nc1ccc(F)cc1)N1CCN(c2ccc3nnc(-c4ccccc4)n3n2)CC1
CHEMBL559800,0,52400.0,nM,CHEMBL364,CHEMBL4148161,COc1cc(NC(C)CCCNC(=O)NCCCO)c2ncccc2c1
CHEMBL1939158,1,907.0,nM,CHEMBL364,CHEMBL1941884,CCCCc1cc2c(=O)c(-c3ccc(C)cc3C)c(C)[nH]c2cc1OCCOc1ccccc1
CHEMBL4282424,1,570.0,nM,CHEMBL364,CHEMBL4275899,Cc1ccc2c(c1)[n+]([O-])c(C(=O)NCCNc1ccnc3cc(Cl)ccc13)c(C)[n+]2[O-]
CHEMBL296108,0,350000.0,nM,CHEMBL364,CHEMBL763692,NC(Cc1c[nH]c(C2CCCCC2)n1)C(=O)O
CHEMBL2426544,0,10700.0,nM,CHEMBL364,CHEMBL2427112,O=c1ccc2cc(Oc3ccc(Cl)cc3O)ccc2o1
CHEMBL4104391,1,50.0,nM,CHEMBL364,CHEMBL4012307,Cc1cc(N(CCNc2ccnc3cc(Cl)ccc23)Cc2ccc3c(c2)OCO3)nc(N2CCOCC2)n1
CHEMBL576812,1,165.4,nM,CHEMBL364,CHEMBL1040692,O=C(Cc1ccccc1)N1CCOc2c(cc(-c3csc4ccccc34)cc2OCCc2ccccn2)C1
CHEMBL581248,1,708.0,nM,CHEMBL364,CHEMBL1040691,COc1ccc(C=CC(=O)Nc2ccc3nc(N4CCN(C)CC4)cc(C)c3c2)cc1OC
CHEMBL3474735,1,535.91,nM,CHEMBL364,CHEMBL4649964,Clc1ccccc1C1(c2ccnc(C3CC3)n2)CCNCC1
CHEMBL578681,1,287.0,nM,CHEMBL364,CHEMBL1040691,CC[n+]1c(/C=C/C=C2\N(C)c3ccccc3C2(C)C)n(-c2ccccc2)c2cc(Cl)ccc21
CHEMBL444912,0,50000.0,nM,CHEMBL364,CHEMBL2445693,CC(=O)OC[C@H]1O[C@@H](S(=O)(=O)Cc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
CHEMBL4796950,1,15.0,nM,CHEMBL364,CHEMBL4770151,C=CCN1CCC(CNc2ccnc3cc(Cl)ccc23)C(C)(C)C1
CHEMBL2322982,1,0.9,nM,CHEMBL364,CHEMBL2329858,CC(C)(N)CNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3
CHEMBL546383,1,637.47,nM,CHEMBL364,CHEMBL1054503,O=C(c1ccc([N+](=O)[O-])o1)N1CCC(c2cn(Cc3cccc(F)c3)c3ccccc23)CC1
CHEMBL1951765,1,900.0,nM,CHEMBL364,CHEMBL2039532,CCCCCCCCCCCCC[C@H](O)C[C@H](O)[C@H](C)NC
CHEMBL592612,0,15000.0,nM,CHEMBL364,CHEMBL730080,N=C(N)N/N=C/c1ccncc1.O=[N+]([O-])O
CHEMBL4217154,1,62.0,nM,CHEMBL364,CHEMBL4193414,O=C1OC(CN2CCN(c3ccccc3Cl)CC2)CN1CCNc1ccnc2cc(Cl)ccc12
CHEMBL582649,1,406.0,nM,CHEMBL364,CHEMBL1040692,COc1cc(NC(C)CCCN(Cc2ccccc2OC)C(=O)C(C)C)c2ncccc2c1
CHEMBL237237,0,34000.0,nM,CHEMBL364,CHEMBL898386,C=CCO/N=c1/[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL3112871,1,2.0,nM,CHEMBL364,CHEMBL3375065,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1.[Br-].[Br-]
CHEMBL593116,1,780.0,nM,CHEMBL364,CHEMBL1069990,COc1cc(CNc2nc(C)cc(NCc3ccccc3)n2)cc(OC)c1OC
CHEMBL581672,1,221.6,nM,CHEMBL364,CHEMBL1040692,CCCCCC(=O)NCCCCCCNc1ccnc2cc(Cl)ccc12
CHEMBL599511,1,300.7,nM,CHEMBL364,CHEMBL1040691,Cc1c(/C=C2\SC(=Nc3ccccc3F)N(C3CCCCC3)C2=O)c2ccccc2n1CC(N)=O
CHEMBL207158,1,541.0,nM,CHEMBL364,CHEMBL866991,CC1(O)CCC2CC1OO[C@@]2(CSc1ccc(Cl)cc1)c1ccccc1
CHEMBL4523047,1,80.0,nM,CHEMBL364,CHEMBL4310136,O=C(c1ccnc(Nc2nc3cnc(-c4cccc(C(F)(F)F)c4)cc3[nH]2)c1)N1CCN(CC(F)(F)F)CC1
CHEMBL47747,0,500000.0,nM,CHEMBL364,CHEMBL763692,NCCc1cnc(C2CCCCC2)n1Cc1ccccc1
CHEMBL3137603,0,10000.0,nM,CHEMBL364,CHEMBL3137666,FC(F)Oc1ccc(-c2nnc3cncc(CCN4CCOCC4)n23)cc1
CHEMBL606461,0,15000.0,nM,CHEMBL364,CHEMBL730080,CC1(C)CC(=O)C2=C(C1)OC(N)=C(C#N)C2c1ccc(F)cc1F
CHEMBL210002,1,41.0,nM,CHEMBL364,CHEMBL866010,CCCN(CCCNc1ccnc2cc(Cl)ccc12)Cc1cccc(C(C)(C)C)c1
CHEMBL580978,1,190.6,nM,CHEMBL364,CHEMBL1040691,c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1
CHEMBL2041382,1,68.0,nM,CHEMBL364,CHEMBL2044608,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OCCCNC(=O)CNc2ccnc3ccccc23)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O
CHEMBL533720,1,661.91,nM,CHEMBL364,CHEMBL1054503,O=C(O)C(F)(F)F.OCC1CCN(Cc2cccc(-c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cc3)c2)CC1
CHEMBL528047,1,20.0,nM,CHEMBL364,CHEMBL4048940,Cc1[nH]c(C)c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)c(=O)c1Br
CHEMBL532242,1,227.8,nM,CHEMBL364,CHEMBL1054503,COc1ccc(Cl)cc1NC(=O)CN(C)C(=O)c1cnn(-c2ccccc2)n1
CHEMBL1189234,0,13300.0,nM,CHEMBL364,CHEMBL3761318,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1ccccc1
CHEMBL27680,1,240.0,nM,CHEMBL364,CHEMBL761143,COOC1(OOC(C)(C)OC)CCCCCCCCCCC1
CHEMBL578907,1,493.0,nM,CHEMBL364,CHEMBL1040692,Cc1ccc(-c2c[n+](Cc3cccc(C)c3)c3n2CCC3)cc1
CHEMBL6120669,1,49.8,nM,CHEMBL364,CHEMBL6073183,CC(=O)Nc1ccc(C(=O)/C=C(\O)C(F)(F)C(F)(F)F)cn1
CHEMBL579735,1,867.58,nM,CHEMBL364,CHEMBL1054503,COc1ccccc1C1CCN(C2CCC(NC(=O)/C=C/c3cc(C(F)(F)F)ccc3F)CC2)CC1
CHEMBL1079092,1,11.0,nM,CHEMBL364,CHEMBL1112368,CCCCCCCCCCOC1=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc2C1=O
CHEMBL5172640,1,30.0,nM,CHEMBL364,CHEMBL5113942,COc1cc2c(cc1O)[C@H]1COC3=C(C(=O)c4ccccc4C3=O)[C@H]1OC2
CHEMBL1173074,1,19.0,nM,CHEMBL364,CHEMBL1177465,CC[C@@]12CCCN3CC[C@]4(c5ccc(OC)c(O)c5N(C(C)=O)[C@@H]4CC1)[C@H]32
CHEMBL582430,1,678.49,nM,CHEMBL364,CHEMBL1054503,CC(C)N1CCN(C(CN2CCN(CCCOc3ccc(-c4ccccc4)cc3)CC2)c2ccc(F)cc2)CC1.Cl
CHEMBL255616,0,26000.0,nM,CHEMBL364,CHEMBL933978,c1ccc(C2CNCCNCCNCCN2)cc1
CHEMBL3318701,1,57.21,nM,CHEMBL364,CHEMBL3370503,O=C1/C(=C/C=C/c2ccccc2)NC(=S)N1CCCCNc1ccnc2cc(Cl)ccc12
CHEMBL3815012,1,150.0,nM,CHEMBL364,CHEMBL3815294,CN(C)C12CC(c3ccccc3)C(CN(CCCN3CCCC3)C1)C(c1ccccc1)C2
CHEMBL548034,1,173.48,nM,CHEMBL364,CHEMBL1054503,CN1CCC(N2CCN(Cc3ccc(-c4cccc(-c5nc6cc(F)ccc6[nH]5)c4)cc3)CC2)CC1.O=C(O)C(F)(F)F
CHEMBL2435752,1,380.0,nM,CHEMBL364,CHEMBL2439547,O=C(NCCCNCCCCCCCCCCCCNCCCNC(=O)c1ccccc1O)c1ccccc1O
CHEMBL589917,0,15000.0,nM,CHEMBL364,CHEMBL730079,CCc1ccc(C2C(C(=O)OC)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1
CHEMBL261720,1,258.0,nM,CHEMBL364,CHEMBL2092594,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F
CHEMBL547709,1,782.92,nM,CHEMBL364,CHEMBL1054503,O=C(C=Cc1ccc(Cl)c(Cl)c1)NCCCCCN1CCC(CCNC(=O)/C=C/c2ccccc2)CC1
CHEMBL5584159,1,14.5,nM,CHEMBL364,CHEMBL5581513,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccc(OC)c(OC)c3)C2)C1c1ccc(Cl)cc1C
CHEMBL3401711,1,4.0,nM,CHEMBL364,CHEMBL3405931,Clc1ccc2c(NCCCNCc3ccc(-c4ccncc4)s3)ccnc2c1
CHEMBL596846,1,864.0,nM,CHEMBL364,CHEMBL1040691,CCN(CC)Cc1cc(Nc2nc3ccccc3[nH]2)cc(CN(CC)CC)c1O
CHEMBL4752840,1,100.0,nM,CHEMBL364,CHEMBL4727717,CCOC(=O)c1c(NC(=O)c2ccccc2)sc2c(O)c(CN3CCOCC3)ccc12.Cl
