molecule_chembl_id,rdkit_canonical_smiles,pIC50,pIC50_range,n_measurements,target_chembl_id,assay_chembl_id
CHEMBL3403243,Cc1cc(N2CCC(NC(=O)Nc3ccc(F)cc3)CC2)c2ccccc2n1,4.704652851666382,0.0,1,CHEMBL3430898,CHEMBL3405737
CHEMBL4779849,CC(C)(C)c1ccc(CCNc2ncnc3ccsc23)cc1,5.153576540361385,0.513033810610307,4,CHEMBL360,CHEMBL5346685
CHEMBL4570232,O=S(=O)(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccccc1O,4.008773924307505,0.0,1,CHEMBL4295521,CHEMBL4388634
CHEMBL405402,CCCCc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1,7.040958607678906,0.0,1,CHEMBL360,CHEMBL1228528
CHEMBL4564404,CN(O)C(=O)CS(=O)(=O)C(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,4.6777807052660805,0.0,1,CHEMBL5630,CHEMBL4407818
CHEMBL5397489,CCc1cccc(CC)c1/N=C1\CN(CC)C(=N)N1.Cl,4.795880017344075,0.0,1,CHEMBL5465373,CHEMBL5363735
CHEMBL3915019,O=C(CN1C(=O)C2(OCCO2)c2ccccc21)c1cccc([N+](=O)[O-])c1,5.920818753952375,0.0,1,CHEMBL3879870,CHEMBL3865749
CHEMBL6083033,C=CS(=O)(=O)Nc1cc(C(F)(F)F)cc2c(=O)nc(N3CCC4(CC3)OC[C@H](C)O4)sc12,5.581698708680254,0.0,1,CHEMBL3804751,CHEMBL6075287
CHEMBL2435692,O=C(Nc1cccc2ccccc12)N1CCc2c(c(-c3ccccc3)nn2C(=O)c2ccccc2)C1,4.417936637088292,0.0,1,CHEMBL6069,CHEMBL2439105
CHEMBL5209184,O=C(CCCN1CCC(O)(c2ccc(F)cc2)CC1)c1ccccc1,5.508638306165727,0.0,1,CHEMBL3879870,CHEMBL5108515
CHEMBL3394243,CCCc1cc2[nH]c(=O)c(C#N)c(-c3ccc(NS(C)(=O)=O)cc3)c2c(C)n1,5.6777807052660805,0.0,1,CHEMBL2361,CHEMBL3396196
CHEMBL4455926,O=C1C2=C(C(=O)c3c1cnc1ccccc31)C1CCC2C1,5.497581469530845,0.790417121642573,2,CHEMBL360,CHEMBL4362174
CHEMBL3637797,NC(=O)c1ccc(CN(C2CC2)S(=O)(=O)c2ccccc2F)cc1,4.900000142057633,0.0,1,CHEMBL613086,CHEMBL3637832
CHEMBL5413205,O=C(O)C1CSc2c(C3CC3)c(-c3cc(-c4ccc5ccccc5c4)no3)cc(=O)n21.c1c[nH]cn1,5.807474059164673,0.6948558016421398,2,CHEMBL360,CHEMBL5363916
CHEMBL3088175,Cc1csc(C(C)(O)c2nnc(Nc3ncn(Cc4c(F)cccc4F)n3)s2)n1,7.522878745280337,0.0,1,CHEMBL1849,CHEMBL3089491
CHEMBL5200480,CC(C)c1ccc(C(=O)c2c(N)c(C(N)=O)c3ccccn23)cc1,5.236572006437063,0.0,1,CHEMBL6070,CHEMBL5148669
CHEMBL1916854,N=C(NO)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1,4.492739730621038,0.3296751771135104,2,CHEMBL360,CHEMBL1918205
CHEMBL4462089,CN(O)C(=O)CS(=O)(=O)C(c1cc(F)cc(F)c1)P(=O)(O)O,4.356547323513812,0.0,1,CHEMBL5630,CHEMBL4407818
CHEMBL5421734,CCNc1ccc(F)c(Nc2c(CC)cccc2CC)n1,4.920818753952375,0.0,1,CHEMBL5465373,CHEMBL5363735
CHEMBL1451216,O=C1C=CC=CC1=C1c2cc(O)c(O)cc2Oc2cc(O)c(O)cc21,5.6777807052660805,0.0,1,CHEMBL1938225,CHEMBL1942013
CHEMBL4541826,CC1(c2ccc(C(N)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,5.200000237109354,0.0,1,CHEMBL3804751,CHEMBL4406692
CHEMBL3637806,COc1ccc(Nc2nc(N[C@@H]3CCNC3)nc3cc[nH]c(=O)c23)cc1NC(=O)c1ccccc1,5.300000202445418,0.0,1,CHEMBL613086,CHEMBL3637832
CHEMBL460104,O=S(=O)(c1ccc(Cl)cc1)c1cc(O)c2ccccc2c1O,8.442492798094342,0.0,1,CHEMBL3640,CHEMBL1010089
CHEMBL3764614,Cc1nc2sccn2c1C(=O)N/N=C/c1ccc(C(F)(F)F)cc1,6.173925197299173,0.0,1,CHEMBL6069,CHEMBL3766329
CHEMBL4544750,COc1cc(OC)cc(C(SCC(=O)NO)P(=O)(O)O)c1,4.356547323513812,0.0,1,CHEMBL5630,CHEMBL4407818
CHEMBL5416636,CSc1ccc2nc(C)cc(Nc3ccc(N4CCCCC4)cc3)c2c1,6.0,0.0,1,CHEMBL1849,CHEMBL5387352
CHEMBL5190515,CCS(=O)(=O)N1N=Cc2ccc(Oc3ccc(C(F)(F)F)cc3/C=N/O)cc2B1O,7.522878745280337,0.4771212547196626,3,CHEMBL360,CHEMBL5105162
CHEMBL3628527,CCN1CCN(CCCNc2ccc(Nc3c(C(=O)O)cnc4ccc(OC)cc34)cc2)CC1,6.031517051446065,0.0,1,CHEMBL3430898,CHEMBL3630322
CHEMBL1916852,N=C(N)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1,4.546832479097454,0.0763883458634548,2,CHEMBL360,CHEMBL1918205
CHEMBL203125,O=CN(O)CCCP(=O)(O)O,7.096910013008056,0.7403626894942441,7,CHEMBL5630,CHEMBL937902
CHEMBL3984076,CCn1cnc(S(=O)(=O)N2CCC(C(=O)Nc3ccc4c(c3)OCCO4)CC2)c1,5.570247719997592,0.0,1,CHEMBL3988585,CHEMBL3887425
CHEMBL216689,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,6.853871964321762,0.0,1,CHEMBL1849,CHEMBL907779
CHEMBL4444048,CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1cccc(OC)c1,4.549135307620234,0.0,1,CHEMBL4295521,CHEMBL4372872
CHEMBL5277619,COc1cccc(-c2ccnc(Nc3ccc(N4CCN(C)CC4)c(C(F)(F)F)c3)n2)c1,5.180456064458132,0.0,1,CHEMBL1908385,CHEMBL5229239
CHEMBL554747,CC(C)C[C@H](NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)C(=O)NN,5.529999886197673,0.0,1,CHEMBL360,CHEMBL1030449
CHEMBL4291138,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1-c1ccc(N(C)C)cc1,5.6020599913279625,0.0,1,CHEMBL360,CHEMBL4255037
CHEMBL3290356,COc1cnc2ccc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](F)C3)c2c1,6.769551078621726,0.0,1,CHEMBL3430898,CHEMBL3294030
CHEMBL3403268,Cc1cc(N2CCC(NC(=S)Nc3ccc(Cl)cc3)CC2)c2ccccc2n1,5.090443970758825,0.0,1,CHEMBL3430898,CHEMBL3405737
CHEMBL1762034,CCCCCCN1C[C@H]2[C@@H]3CC[C@H](C(=O)N(CC)CC)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,3.8068754016455375,0.0,1,CHEMBL1744528,CHEMBL1764602
CHEMBL583309,O=C(N/N=C\C=C\c1ccccc1)c1ccc(N2CCOCC2)cc1,0.0876999999982735,0.0,1,CHEMBL360,CHEMBL1040362
CHEMBL5283475,CN1CCN(c2ccc(Nc3nccc(-c4ccccc4)n3)cc2C(F)(F)F)CC1,5.337242168318426,0.0,1,CHEMBL1908385,CHEMBL5229239
CHEMBL1254805,CCCCCCCCCCCCc1cccc(C2(O)NC(=O)c3c[n+](CC(=O)OCC)ccc32)c1.[Br-],4.4089353929735005,0.0,1,CHEMBL360,CHEMBL1250924
CHEMBL4469657,O=S(=O)(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccccc1O,4.508638306165727,0.0,1,CHEMBL4295521,CHEMBL4388634
CHEMBL3330942,O=C(NNC(=S)Nc1ccccc1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,4.0,0.0,1,CHEMBL360,CHEMBL3380429
CHEMBL5415028,O=C(O)c1ccc(-c2ccc(C(F)(F)F)cc2C(F)(F)F)o1,4.882728704344236,0.0,1,CHEMBL360,CHEMBL5330224
CHEMBL3884677,O=C1C(=O)N(CCN2CCN(NCc3cccc(Cl)c3Cl)CC2)c2ccccc21,5.318758762624412,0.0,1,CHEMBL3430898,CHEMBL3875318
CHEMBL3125236,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NC3CCOC3=O)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.096910013008056,0.0,1,CHEMBL1849,CHEMBL3132000
CHEMBL5592442,O=S(=O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O,3.9208187539523753,0.0,1,CHEMBL1770044,CHEMBL5580308
CHEMBL3637795,Nc1ccc(C(O)CNCCc2ccccc2)cc1O,5.700000503883016,0.0,1,CHEMBL613086,CHEMBL3637832
CHEMBL4277084,Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1Cc1ccc(F)cc1,6.795880017344075,0.0,1,CHEMBL360,CHEMBL4255037
CHEMBL3394155,CCNC(=O)Nc1ccc(-c2cc(-c3cccc(OC)c3)[nH]c(=O)c2C#N)cc1,6.6020599913279625,0.0,1,CHEMBL2361,CHEMBL3396196
CHEMBL2323585,CC/C(C)=C1\OC(=O)[C@H](C)[C@H](O)[C@H](Cc2cccnc2)NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC1=O,5.343277314786793,0.242857130340873,2,CHEMBL1849,CHEMBL3089494
CHEMBL3401168,CCCCCCCCCCCCCCCCOP1(=O)OCCC(C(=O)OC)=C(C)O1,-1.0934216851622351,0.0,1,CHEMBL360,CHEMBL5113643
CHEMBL3612347,O=C(Cn1ccnc1[N+](=O)[O-])Nc1ccc(Oc2ccc(Cl)cc2)cc1,4.285285367809106,0.6780360975003754,4,CHEMBL360,CHEMBL4179593
CHEMBL3628441,COc1ccc2ncc(C(=O)NN)c(Nc3ccc(OCCCN4CCOCC4)cc3)c2c1,4.982549270489463,0.0,1,CHEMBL3430898,CHEMBL3630322
CHEMBL3358491,Cc1nc([N+](=O)[O-])cn1CCCNC(=O)c1sc2ccccc2c1Cl,3.7569619513137056,0.0,1,CHEMBL360,CHEMBL4179593
CHEMBL2325750,CCOC(=O)[C@H](Cc1ccccc1)NP(=O)(COCC(COCP(=O)(N[C@@H](Cc1ccccc1)C(=O)OCC)N[C@@H](Cc1ccccc1)C(=O)OCC)Cn1cnc2c(=O)[nH]cnc21)N[C@@H](Cc1ccccc1)C(=O)OCC,5.301029995663981,0.0,1,CHEMBL360,CHEMBL2422789
CHEMBL5430226,COc1ccc(-c2nnc(C(=O)NCCc3ccc(C(=O)N4CC(OC)C4)cc3)o2)cc1OC,5.853871964321762,0.0,1,CHEMBL4105939,CHEMBL5375438
CHEMBL5282031,COc1ccc(C2CCN(C(=O)CCC(F)(F)F)CC2)cn1,8.0,0.0,1,CHEMBL360,CHEMBL5246902
CHEMBL3490831,COc1cc(C(=O)Nc2nc(C)no2)cc(OC)c1Br,4.597432951770124,0.1590785422274532,2,CHEMBL360,CHEMBL4649971
CHEMBL3329647,COc1ccc(NC(=O)NNC(=O)c2cc(C34CC5CC(CC(C5)C3)C4)c3ccccc3n2)cc1,5.430000267796054,0.0,1,CHEMBL360,CHEMBL3380429
CHEMBL3794154,Cc1ccc2c(c1)[n+]([O-])c(C(=O)/C=C/c1ccccc1)c(C)[n+]2[O-],5.142667503568732,0.0,1,CHEMBL360,CHEMBL3796292
CHEMBL3262462,CCOC(=O)NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1,7.275724130399211,0.0,1,CHEMBL3804751,CHEMBL5144258
CHEMBL1946285,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc2c(c1)OCO2,3.821023052706831,0.0,1,CHEMBL4542,CHEMBL1948973
CHEMBL44884,CC[C@@H](CO)NCCN[C@@H](CC)CO,5.903089986991944,0.9208187539523748,3,CHEMBL360,CHEMBL3796292
CHEMBL3330932,O=C(NNC(=O)c1c(F)c(F)c(F)c(F)c1F)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,5.779999190713337,0.0,1,CHEMBL360,CHEMBL3380429
CHEMBL3956648,CC(C)c1ccc(NC(=O)C2CCN(S(=O)(=O)c3cn(C(C)C)cn3)CC2)cc1,5.542118103266008,0.0,1,CHEMBL3988585,CHEMBL3887425
CHEMBL1346055,O=C(O)c1ccc(-n2cccc2/C=C2/NC(=O)N(c3cccc(Cl)c3)C2=O)cc1,4.175288556535266,0.0,1,CHEMBL1293297,CHEMBL1614471
CHEMBL3503540,CC(C)Nc1nc2c(cc1C(=O)NCC1CC1)CCNCC2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.71040996658871,0.008471485274426,2,CHEMBL4105939,CHEMBL4649965
CHEMBL463791,Cc1c(C(=O)/C=C/c2ccc(Br)cc2)[n+]([O-])c2ccccc2[n+]1[O-],5.430626090384954,0.0,1,CHEMBL360,CHEMBL1251034
CHEMBL5284573,O=C(CCC(F)(F)F)N1CC(c2ccc(F)cc2F)C1,8.0,0.0,1,CHEMBL360,CHEMBL5246902
CHEMBL3403280,Cc1cc(N2CCC(NC(=S)Nc3ccc(Cl)cc3)CC2)c2cc(F)ccc2n1,4.667561540084395,0.0,1,CHEMBL3430898,CHEMBL3405737
CHEMBL4125737,Fc1ccccc1-c1cc(CNCc2ccccc2)c2cnc3cc(Br)ccc3n12,4.267606240177032,0.0,1,CHEMBL1849,CHEMBL4122774
CHEMBL585761,OC[C@H]1O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O,7.337242168318426,0.0,1,CHEMBL4105883,CHEMBL3135672
CHEMBL3884595,O=c1nc(N2CCN(C(=S)Nc3ccc([N+](=O)[O-])cc3)CC2)sc2ccc(Cl)cc12,5.205511953340831,0.0,1,CHEMBL3430898,CHEMBL3875318
CHEMBL3739706,COc1cnc2ccc(=O)n(CCN3CCN(C(=O)Nc4ccc(F)cc4)CC3)c2c1,4.935167780261426,0.0,1,CHEMBL3430898,CHEMBL3745429
CHEMBL4283055,COc1ccc(/C=C/C(=O)OC[C@]23CC[C@@H](C)[C@H](C)[C@@H]2C2=CC[C@@H]4[C@@]5(C)CCCNC(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)cc1,5.7447274948966935,0.0,1,CHEMBL360,CHEMBL4252975
CHEMBL3330936,O=C(NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)c1cccc(C(F)(F)F)c1,5.239999952707271,0.0,1,CHEMBL360,CHEMBL3380429
CHEMBL5281046,O=C(CCC(F)(F)F)N1CCC(c2ccncc2F)CC1,8.0,0.0,1,CHEMBL360,CHEMBL5246902
CHEMBL3493579,Cc1nc(C)n(C2CCCN(C(=O)c3nc(C)n4ccccc34)C2)n1,4.97655686440096,0.1603702446059287,2,CHEMBL4105939,CHEMBL4649965
CHEMBL584541,OC[C@H]1O[C@@H](n2cc(F)c3c(-c4ccccc4)ncnc32)[C@H](O)[C@@H]1O,5.412505174796333,2.572929659079372,2,CHEMBL360,CHEMBL3135671
CHEMBL1306005,CSc1nnc(SCc2nc(O)c3c(C)c(C(=O)O)sc3n2)s1,4.118102026426989,0.0,1,CHEMBL1293297,CHEMBL1614471
CHEMBL562056,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@H](CSSC[C@H]2O[C@@H](n3c(Br)nc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,4.721246399047171,0.0,1,CHEMBL6176,CHEMBL1063152
CHEMBL1934963,Oc1ccccc1-c1cc(-c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)[nH]c(=S)n1,5.080722674967011,0.0014455889654314,2,CHEMBL360,CHEMBL1936053
CHEMBL3488771,COc1cc(CNC(c2ccccc2)c2nccn2C)cc(OC)c1,5.617113437442746,0.0,1,CHEMBL360,CHEMBL4649971
CHEMBL3485408,COc1cnc(N2CC(N3CCOCC3)C2)nc1-c1ccnn1C,4.388280644614676,0.2185134569970914,2,CHEMBL4105939,CHEMBL4649965
CHEMBL425475,O=C(N/N=C/c1cccc(O)c1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,6.83000246293343,0.0,1,CHEMBL360,CHEMBL914626
CHEMBL3497604,Cl.NC1CCc2nc(-c3ccncc3)nc(Nc3cccc(F)c3)c2C1,4.29774614704669,0.0,1,CHEMBL360,CHEMBL4649971
CHEMBL2023358,CC[C@H](C)C(=O)c1c(O)cc(O)cc1OC/C=C(\C)CCC=C(C)C,4.1249387366083,0.0,1,CHEMBL5291569,CHEMBL5247532
CHEMBL3458639,CCCNC(=O)CCNc1cncc(-n2nc(C)cc2C)n1,4.60535833126112,0.1046883234547397,2,CHEMBL4105939,CHEMBL4649965
CHEMBL4206335,COc1ccc(-n2cc(Cn3nc(-c4ccccc4)c4c3CCN(C(=O)Nc3ccccc3)C4)nn2)cc1,5.995678626217358,0.0,2,CHEMBL6069,CHEMBL4192444
CHEMBL4202551,O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(OCc2ccccc2)c1,5.481685552318919,0.8498444750387186,8,CHEMBL360,CHEMBL4179593
CHEMBL3963651,COc1cccc(N(C)S(=O)(=O)c2ccc3[nH]c(=O)c(=O)[nH]c3c2)c1,5.236572006437063,0.0,1,CHEMBL3879870,CHEMBL5732838
CHEMBL4574391,C=Cc1ccc(S(=O)(=O)Nc2ccc3oc(-c4ccccc4)nc3c2)cc1,4.292429823902063,0.0,1,CHEMBL4295521,CHEMBL4388634
CHEMBL572327,OC[C@H]1O[C@@H](n2ccc3c(-c4nccs4)ncnc32)[C@H](O)[C@@H]1O,5.86615723244499,3.5442298630748343,2,CHEMBL360,CHEMBL3135671
CHEMBL3764636,Cc1nc2sc3ccccc3n2c1C(=O)NNC(=O)C1CCCCC1,5.536107011014093,0.0,1,CHEMBL6069,CHEMBL3766329
CHEMBL3437859,COc1cc(CN2CCCCCC2c2cccs2)cc(OC)c1O,4.774147672810375,0.0,1,CHEMBL4662931,CHEMBL4649972
CHEMBL4204151,COc1cccc(-c2c(C(=O)O)noc2-c2ccccc2)c1,4.42021640338319,0.0,1,CHEMBL4295521,CHEMBL4201103
CHEMBL564307,COC(=O)[C@H](CC(C)C)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,5.529999886197673,0.0,1,CHEMBL360,CHEMBL1030449
CHEMBL3310307,Cc1nc2ccccn2c1C(=O)N/N=C/c1ccc(O)cc1,5.125518182300533,0.0,1,CHEMBL6069,CHEMBL3365136
CHEMBL4441087,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,7.199970640755866,0.0,1,CHEMBL3804751,CHEMBL4406692
CHEMBL5625142,CCCC[C@@H](C(=O)O)N1C(=O)/C(=C/c2ccc(-c3cccc(C(F)(F)F)c3)c(Cl)c2)SC1=S,6.376750709602099,0.0,1,CHEMBL6066201,CHEMBL5622563
CHEMBL4060432,Cc1csc(Nc2ccc(C(C)(C)O)cc2)n1,7.221848749616356,0.0,1,CHEMBL360,CHEMBL4045152
CHEMBL3443231,CCOc1cccc2c1OCC(=O)N(c1ccc(N(C)C)cc1)C2,4.355563577086001,0.0,1,CHEMBL360,CHEMBL4649971
CHEMBL3409435,OC(c1ccc(F)cc1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,6.499996931948306,0.0,1,CHEMBL360,CHEMBL3412552
CHEMBL3497741,CCC(CN1CCOCC1)n1cncc1-c1ccc2c(c1)CCN2CC.Cl,4.006774707066344,0.0,1,CHEMBL360,CHEMBL4649971
CHEMBL2024343,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(CC(=O)c1cccc(Cl)c1)C(=O)O,4.85078088734462,0.0,1,CHEMBL1275214,CHEMBL2027819
CHEMBL200655,CCCCCCCCCCCCCCC1(C)SC(O)=C(C)C1=O,4.096910013008056,0.0,1,CHEMBL3640,CHEMBL863389
CHEMBL5283919,CCOC(=O)[C@H](Cc1ccccc1)NP(=O)(N[C@@H](Cc1ccccc1)C(=O)OCC)OCOCCN,5.301029995663981,0.0,1,CHEMBL360,CHEMBL5257984
CHEMBL2431011,O=C(CSC(c1ccccc1)P(=O)(O)O)NO,4.823908740944319,0.0,1,CHEMBL5630,CHEMBL2434044
CHEMBL5630926,CCOC(=O)C1=C(C)Oc2nc(C)n(Cc3cn([C@@H]4O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]4OC(C)=O)nn3)c(=O)c2C1c1cc(OC)c(OC)c(OC)c1,5.806875401645538,0.0,1,CHEMBL4295521,CHEMBL5622586
CHEMBL4081630,CCCCc1ccc(Nc2nc(C(C)(C)C(=O)O)cs2)cc1,6.853871964321762,0.0,1,CHEMBL360,CHEMBL4045152
CHEMBL4448007,O=S(=O)(Nc1ccc2oc(-c3ccccc3)nc2c1)c1ccc(C(F)(F)F)cc1,4.585026652029182,0.0,1,CHEMBL4295521,CHEMBL4388634
CHEMBL3754162,Cc1ccc(NC(=S)Nc2ccc(Nc3c4ccccc4nc4ccc(Cl)cc34)cc2)cc1,4.4698003017969175,0.0,1,CHEMBL3430898,CHEMBL3758003
CHEMBL4246612,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC1=O,6.698970004336019,0.0,1,CHEMBL360,CHEMBL4234483
CHEMBL1571914,N#Cc1c(-c2ccco2)cc(C2CC2)nc1N,5.8449677712090296,0.0,1,CHEMBL1287620,CHEMBL2354305
CHEMBL250819,CC1=C(O)C(C)(Cc2ccc(-c3ccc(-c4ccccc4)cc3)cc2)SC1=O,4.167491087293763,0.0,1,CHEMBL3640,CHEMBL940953
CHEMBL3747112,COc1cc(CCc2ccccc2O)cc(OC)c1OC,3.747146969020106,0.0,1,CHEMBL360,CHEMBL3750542
CHEMBL373945,O=C(N/N=C/c1cccnc1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,4.869999962200743,0.0,1,CHEMBL360,CHEMBL914626
CHEMBL5634062,O=c1ccc2ccc(OCc3cnnn3Cc3ccc(Oc4ccccc4)c(O)c3)cc2o1,6.200659450546418,0.0,1,CHEMBL1849,CHEMBL5626588
CHEMBL4590127,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)C2CCCCC2)C1=O,6.699991797446187,0.0,1,CHEMBL3804751,CHEMBL4406692
CHEMBL1462803,N#C/C(=C\c1ccco1)c1nc2ccccc2s1,4.789681480173768,0.0,1,CHEMBL2259247,CHEMBL4178649
CHEMBL3764292,Cc1nc2sccn2c1C(=O)N/N=C/c1ccc(Br)cc1,5.920818753952375,0.0,1,CHEMBL6069,CHEMBL3766329
CHEMBL3394245,C[S+]([O-])c1cc(-c2cccc(OC(F)(F)F)c2)[nH]c(=O)c1C#N,6.619788758288394,0.0,1,CHEMBL2361,CHEMBL3396196
CHEMBL5080306,CC(=O)c1c(-c2ccc(O)cn2)oc2ccc(O)c(CN3CCCC3)c12,6.6020599913279625,0.0,1,CHEMBL4105939,CHEMBL5038057
CHEMBL505210,O=c1cc(Cc2ccccc2)[nH]c2c(-c3ccc(Cl)cc3)cnn12,3.9427143555817854,0.0,1,CHEMBL5091,CHEMBL989742
CHEMBL5427566,COc1ccc(-c2noc(C(=O)NC(C#N)Cc3ccccc3)n2)cc1OC,6.522878745280337,0.0,1,CHEMBL4105939,CHEMBL5375438
CHEMBL5085116,CNC(=O)c1c(-c2ccc(O)c(C)c2)oc2ccc(O)c(CN3CCC4(COC4)C3)c12,6.823908740944319,0.0,1,CHEMBL4105939,CHEMBL5038057
CHEMBL3330941,O=C(NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1)c1ccc2ccccc2c1,5.330000131185909,0.0,1,CHEMBL360,CHEMBL3380429
CHEMBL3125281,CCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(F)(F)F)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.337242168318426,0.0,1,CHEMBL1849,CHEMBL3132000
CHEMBL240531,Cc1cccc(C(=O)N2CCC(Cc3ccccc3)CC2)c1,5.131355561605174,0.0,1,CHEMBL1849,CHEMBL899381
CHEMBL4205529,N#C/C(=C\c1ccc(-c2ccc(C(=O)O)cc2)o1)c1nc2ccccc2s1,4.852014679316195,0.0,1,CHEMBL2259247,CHEMBL4178649
CHEMBL414086,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCCC2)C1,6.351229166090921,0.2872417111783472,2,CHEMBL360,CHEMBL1228528
CHEMBL1934951,O=C(c1ccccc1)N1N=C(c2cccc([N+](=O)[O-])c2)C[C@@H]1c1cn(-c2ccccc2)nc1-c1ccc(F)cc1,4.371112321956164,0.0022246056290651,2,CHEMBL360,CHEMBL1936053
CHEMBL3394241,CCCc1cc2[nH]c(=O)c(C#N)c(-c3ccccc3)c2c(C)n1,6.0,0.0,1,CHEMBL2361,CHEMBL3396196
CHEMBL1385690,CCCC(=O)OCCNc1cc(Sc2nccn2C)c2nonc2c1[N+](=O)[O-],3.86735614902692,0.0,1,CHEMBL1293297,CHEMBL1614471
CHEMBL3883228,O=c1nc(N2CCN(C(=S)Nc3ccc([N+](=O)[O-])cc3)CC2)sc2ccc([N+](=O)[O-])cc12,5.586700235918748,0.0,1,CHEMBL3430898,CHEMBL3875318
CHEMBL1488925,N=C1/C(=C\c2ccc(-c3ccc(C(=O)O)cc3)o2)C(=O)N=C2SC=C(c3ccccc3)N12,3.73969005420508,0.0,1,CHEMBL1293297,CHEMBL1614471
CHEMBL388931,CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.638272163982407,0.0,1,CHEMBL4523271,CHEMBL4394894
CHEMBL1926727,CCOC(=O)Nc1nc(NCCCCN(CC)CC)c2c(n1)SC(c1ccccc1)C(c1ccccc1)=N2,4.335358024443875,0.0,1,CHEMBL4213,CHEMBL1931925
CHEMBL1709376,COc1ccc(-c2cc(-c3ccccc3)c(C#N)c(SCC(=O)O)n2)cc1,5.869988050328096,0.0,1,CHEMBL1287620,CHEMBL2354305
CHEMBL1288972,O=C(/C=C/c1ccc(Cl)cc1)c1ccc2c(c1)OCO2,3.9318141382538383,0.0,1,CHEMBL4542,CHEMBL1948973
CHEMBL3330965,CC(C)(C)c1ccc(NC(=O)NNC(=O)c2cc(C34CC5CC(CC(C5)C3)C4)c3ccccc3n2)cc1,4.65000002688118,0.0,1,CHEMBL360,CHEMBL3380429
CHEMBL3355788,CCOC(=O)c1cc2cc(N3CCN(C(=O)NCc4ccc(Cl)cc4)CC3)ccc2o1,5.79317412396815,0.0,1,CHEMBL3430898,CHEMBL3390735
CHEMBL1777913,Cc1c(/C=N/NC(=O)c2ccncc2)[n+]([O-])c2ccccc2[n+]1[O-],5.931814138253839,0.0,1,CHEMBL360,CHEMBL1781055
